CURSO;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;Campus;turno;t-p-i;TOTAL DE VAGAS;SALDO DE VAGAS PARA O AJUSTE;DOCENTE TEORIA;DOCENTE PRÁTICA
ENGENHARIA BIOMÉDICA;NAESTB031-18SB;Métodos Matemáticos aplicados a Sistemas Biomédicos A-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SB;noturno;6-0-4;63;5;Diogo Coutinho Soriano;Anderson Gabriel Santiago Cravo
ENGENHARIA BIOMÉDICA;DAESZB010-17SB;Processamento de Imagens Médicas A- diurno (São Bernardo do Campo);"terça das 17:00 às 19:00, semanal ; quinta das 17:00 às 19:00, semanal";;SB;diurno;2-2-5;40;12;John Andrew Sims;John Andrew Sims
ENGENHARIA DE ENERGIA;NAESTE037-17SA;Análise Econômica de Projetos Energéticos A-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;63;19;Conrado Augustus De Melo;0
ENGENHARIA DE ENERGIA;DAESTA002-17SA;Circuitos Elétricos I A-diurno (Santo André);"segunda das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 13:00, semanal";segunda das 08:00 às 10:00, quinzenal II;SA;diurno;3-2-4;50;5;Edmarcio Antonio Belati;Edmarcio Antonio Belati
ENGENHARIA DE ENERGIA;DAESTE036-17SA;Economia da Energia A-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SA;diurno;4-0-4;50;19;Conrado Augustus De Melo;Conrado Augustus De Melo
ENGENHARIA DE ENERGIA;NB1ESZA011-17SA;Eletrônica de Potência I B1-noturno (Santo André);"segunda das 19:00 às 21:00, semanal ; quarta das 19:00 às 22:00, semanal";;SA;noturno;3-2-4;30;15;Ademir Pelizari;0
ENGENHARIA DE ENERGIA;NA1ESZA012-17SA;Eletrônica de Potência II A1-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 19:00 às 22:00, semanal";;SA;noturno;3-2-4;30;18;José Alberto Torrico Altuna;0
ENGENHARIA DE ENERGIA;NAESTE033-17SA;Engenharia Solar Fotovoltaica A-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;50;11;Federico Bernardino Morante Trigoso;0
ENGENHARIA DE ENERGIA;DAESTE032-17SA;Engenharia Solar Térmica A-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SA;diurno;4-0-4;50;20;Daniel Jonas Dezan;0
ENGENHARIA DE ENERGIA;DAESTE029-17SA;Engenharia de Combustíveis Fósseis A- diurno (Santo André);"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SA;diurno;4-0-4;50;14;Mauricio Guerreiro Martinho Dos Santos;0
ENGENHARIA DE ENERGIA;NAESTE030-17SA;Engenharia de Petróleo e Gás A-noturno (Santo André);"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;50;25;Mauricio Guerreiro Martinho Dos Santos;0
ENGENHARIA DE ENERGIA;DAESTE025-17SA;Fundamentos de Máquinas Térmicas A- diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SA;diurno;4-0-4;50;14;Reynaldo Palacios Bereche;0
ENGENHARIA DE ENERGIA;NAESTE018-17SA;Fundamentos de Sistemas Dinâmicos A- noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;50;42;Joel David Melo Trujillo;0
ENGENHARIA DE ENERGIA;NA1ESZE052-17SA;Geração Distribuída A1-noturno (Santo André);quarta das 19:00 às 21:00, semanal;;SA;noturno;2-0-3;50;7;Haroldo De Faria Junior;0
ENGENHARIA DE ENERGIA;NAESTE016-17SA;Introdução aos Sistemas Elétricos de Potência A-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SA;noturno;4-0-5;50;26;Thales Sousa;0
ENGENHARIA DE ENERGIA;DAESTO015-17SA;Mecânica dos Fluidos I A-diurno (Santo André);"segunda das 10:00 às 12:00, semanal ; quarta das 08:00 às 10:00, semanal";;SA;diurno;4-0-5;50;28;Cristina Autuori Tomazeti;0
ENGENHARIA DE ENERGIA;NA1ESZE112-17SA;Projeto de Microturbinas Eólicas A1- noturno (Santo André);terça das 19:00 às 21:00, semanal;;SA;noturno;2-0-2;50;48;Joao Vicente Akwa;0
ENGENHARIA DE ENERGIA;NA1ESZE077-17SA;Redes de Distribuição de Energia Elétrica A1-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;50;15;Joel David Melo Trujillo;0
ENGENHARIA DE ENERGIA;DA1ESZE074-17SA;Sistemas de Potência I A1-diurno (Santo André);"segunda das 17:00 às 19:00, semanal ; quarta das 17:00 às 19:00, semanal";;SA;diurno;4-0-4;50;37;Ademir Pelizari;0
ENGENHARIA DE ENERGIA;DA1ESZE006-17SA;Subestação e Equipamentos A1-diurno (Santo André);quarta das 17:00 às 19:00, semanal;;SA;diurno;2-0-4;50;5;Haroldo De Faria Junior;0
ENGENHARIA DE ENERGIA;NA1ESTE021-17SA;Termodinâmica Aplicada II A1-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-5;55;1;Antonio Garrido Gallego;0
ENGENHARIA DE ENERGIA;NAESTE023-17SA;Transferência de Calor II A-noturno (Santo André);"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;51;1;Juliana Tofano De Campos Leite;0
ENGENHARIA DE GESTÃO;DAESTG005-17SB;Engenharia Econômica Aplicada a Sistemas de Gestão A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-5;62;5;Osmar Domingues;0
ENGENHARIA DE GESTÃO;DA1ESTG007-17SA;Engenharia Logística A1-diurno (Santo André);segunda das 14:00 às 18:00, semanal;;SA;diurno;2-2-4;90;27;Delmo Alves De Moura;0
ENGENHARIA DE GESTÃO;DB1ESTG024-17SB;Sistemas de Informação Corporativos B1- diurno (São Bernardo do Campo);segunda das 14:00 às 18:00, semanal;;SB;diurno;2-2-5;63;1;Douglas Alves Cassiano;Douglas Alves Cassiano
ENGENHARIA DE INFORMAÇÃO;DAESTI015-17SA;Comunicações Móveis A-diurno (Santo André);"terça das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";terça das 10:00 às 12:00, quinzenal II;SA;diurno;3-1-4;60;51;Ivan Roberto Santana Casella;Ivan Roberto Santana Casella
ENGENHARIA DE INFORMAÇÃO;NAESTI015-17SA;Comunicações Móveis A-noturno (Santo André);"terça das 21:00 às 23:00, quinzenal I; quinta das 19:00 às 21:00, semanal";terça das 21:00 às 23:00, quinzenal II;SA;noturno;3-1-4;60;13;Ivan Roberto Santana Casella;Ivan Roberto Santana Casella
ENGENHARIA DE INFORMAÇÃO;NCESTA001-17SA;Dispositivos Eletrônicos C-noturno (Santo André);;"segunda das 21:00 às 23:00, semanal ; quarta das 18:00 às 21:00, semanal";SA;noturno;3-2-4;60;52;Andre Da Fontoura Ponchet;Andre Da Fontoura Ponchet
ENGENHARIA DE INFORMAÇÃO;NA1ESTA007-17SA;Eletrônica Analógica Aplicada A1- noturno (Santo André);segunda das 18:00 às 21:00, semanal;quinta das 21:00 às 23:00, semanal;SA;noturno;3-2-4;60;25;Andre Da Fontoura Ponchet;Andre Da Fontoura Ponchet
ENGENHARIA DE INFORMAÇÃO;DA2ESTA007-17SA;Eletrônica Analógica Aplicada A2-diurno (Santo André);quinta das 10:00 às 13:00, semanal;segunda das 08:00 às 10:00, semanal;SA;diurno;3-2-4;60;35;Marcelo Bender Perotoni;Marcelo Bender Perotoni
ENGENHARIA DE INFORMAÇÃO;DA1ESTI002-17SA;Eletrônica Digital A1-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";segunda das 10:00 às 12:00, semanal;SA;diurno;4-2-4;60;39;Luneque Del Rio De Souza E Silva Junior;Luneque Del Rio De Souza E Silva Junior
ENGENHARIA DE INFORMAÇÃO;NA2ESTI002-17SA;Eletrônica Digital A2-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";segunda das 21:00 às 23:00, semanal;SA;noturno;4-2-4;60;48;German Carlos Santos Quispe;German Carlos Santos Quispe
ENGENHARIA DE INFORMAÇÃO;DB2ESTI002-17SA;Eletrônica Digital B2-diurno (Santo André);"sábado das 10:00 às 12:00, semanal ; sábado das 14:00 às 16:00, semanal";sexta das 16:00 às 18:00, semanal;SA;diurno;4-2-4;60;26;Joao Henrique Ranhel Ribeiro;Joao Henrique Ranhel Ribeiro
ENGENHARIA DE INFORMAÇÃO;DAESTI006-17SA;Processamento Digital de Sinais A-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-4;60;18;Kenji Nose Filho;Kenji Nose Filho
ENGENHARIA DE INFORMAÇÃO;DAESZI032-17SA;Processamento de Vídeo A-diurno (Santo André);;"terça das 17:00 às 19:00, semanal ; quinta das 17:00 às 19:00, semanal";SA;diurno;3-1-4;60;56;Celso Setsuo Kurashima;Celso Setsuo Kurashima
ENGENHARIA DE INFORMAÇÃO;NAESZI016-17SA;Projeto de Filtros Digitais A-noturno (Santo André);;"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal";SA;noturno;2-2-4;60;33;Francisco Jose Fraga Da Silva;Francisco Jose Fraga Da Silva
ENGENHARIA DE INFORMAÇÃO;NA1ESTA003-17SA;Sistemas de Controle I A1-noturno (Santo André);terça das 18:00 às 21:00, semanal;sexta das 21:00 às 23:00, semanal;SA;noturno;3-2-4;60;9;Heloi Francisco Gentil Genari;Heloi Francisco Gentil Genari
ENGENHARIA DE INFORMAÇÃO;DA2ESTA003-17SA;Sistemas de Controle I A2-diurno (Santo André);sexta das 10:00 às 13:00, semanal;terça das 08:00 às 10:00, semanal;SA;diurno;3-2-4;60;37;Heloi Francisco Gentil Genari;Heloi Francisco Gentil Genari
ENGENHARIA DE INFORMAÇÃO;NAESZI040-17SA;Telefonia Fixa e VOIP A-noturno (Santo André);;"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";SA;noturno;3-1-4;60;50;Amaury Kruel Budri;Amaury Kruel Budri
ENGENHARIA DE INFORMAÇÃO;DAESTI020-17SA;Teoria de Filas e Análise de Desempenho A-diurno (Santo André);"terça das 08:00 às 10:00, quinzenal I; sexta das 10:00 às 12:00, semanal";terça das 08:00 às 10:00, quinzenal II;SA;diurno;3-1-4;60;5;Murilo Bellezoni Loiola;Murilo Bellezoni Loiola
ENGENHARIA DE INFORMAÇÃO;NAESTI020-17SA;Teoria de Filas e Análise de Desempenho A-noturno (Santo André);"terça das 19:00 às 21:00, quinzenal I; sexta das 21:00 às 23:00, semanal";terça das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-4;60;44;Amaury Kruel Budri;Amaury Kruel Budri
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA011-17SA;Automação de Sistemas Industriais A- diurno (Santo André);quinta das 10:00 às 12:00, semanal;segunda das 08:00 às 10:00, semanal;SA;diurno;1-3-4;31;18;Alexandre Acacio De Andrade;Alexandre Acacio De Andrade
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA011-17SA;Automação de Sistemas Industriais A- noturno (Santo André);quinta das 21:00 às 23:00, semanal;segunda das 19:00 às 21:00, semanal;SA;noturno;1-3-4;31;8;Jesus Franklin Andrade Romero;Jesus Franklin Andrade Romero
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA004-17SA;Circuitos Elétricos II A-diurno (Santo André);;"terça das 10:00 às 13:00, semanal ; quinta das 08:00 às 10:00, quinzenal I; quinta das 08:00 às 10:00, quinzenal II";SA;diurno;3-2-4;35;2;Luiz Alberto Luz De Almeida;Luiz Alberto Luz De Almeida
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESZA007-17SA;Confiabilidade de Componentes e Sistemas A1-noturno (Santo André);quinta das 18:00 às 21:00, semanal;;SA;noturno;3-0-4;30;24;Pedro Sergio Pereira Lima;Pedro Sergio Pereira Lima
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA001-17SA;Dispositivos Eletrônicos A-diurno (Santo André);quinta das 13:00 às 16:00, semanal;segunda das 14:00 às 16:00, semanal;SA;diurno;3-2-4;30;21;Carlos Alberto Dos Reis Filho;Carlos Alberto Dos Reis Filho
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA001-17SA;Dispositivos Eletrônicos A-noturno (Santo André);quinta das 18:00 às 21:00, semanal;segunda das 19:00 às 21:00, semanal;SA;noturno;3-2-4;30;7;Marcelo Bender Perotoni;Marcelo Bender Perotoni
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBESTA001-17SA;Dispositivos Eletrônicos B-noturno (Santo André);quinta das 18:00 às 21:00, semanal;segunda das 21:00 às 23:00, semanal;SA;noturno;3-2-4;30;27;Segundo Nilo Mestanza Munoz;Segundo Nilo Mestanza Munoz
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA018-17SA;Eletromagnetismo Aplicado A-diurno (Santo André);"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SA;diurno;4-0-5;62;30;Marcos Roberto Da Rocha Gesualdi;0
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA018-17SA;Eletromagnetismo Aplicado A-noturno (Santo André);"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-5;63;32;Marcos Roberto Da Rocha Gesualdi;0
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA007-17SA;Eletrônica Analógica Aplicada A1-diurno (Santo André);quinta das 10:00 às 13:00, semanal;segunda das 08:00 às 10:00, semanal;SA;diurno;3-2-4;30;28;Roberto Jacobe Rodrigues;Roberto Jacobe Rodrigues
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA007-17SA;Eletrônica Analógica Aplicada A2- noturno (Santo André);segunda das 18:00 às 21:00, semanal;quinta das 21:00 às 23:00, semanal;SA;noturno;3-2-4;30;29;Carlos Alberto Dos Reis Filho;Carlos Alberto Dos Reis Filho
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA3ESTA007-17SA;Eletrônica Analógica Aplicada A3- noturno (Santo André);segunda das 18:00 às 21:00, semanal;quinta das 21:00 às 23:00, semanal;SA;noturno;3-2-4;32;16;Rodrigo Reina Munoz;Rodrigo Reina Munoz
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESZA011-17SA;Eletrônica de Potência I A1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 11:00, quinzenal I";quinta das 08:00 às 11:00, quinzenal II;SA;diurno;3-2-4;30;20;Jose Luis Azcue Puma;Jose Luis Azcue Puma
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESZA011-17SA;Eletrônica de Potência I A1-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 18:00 às 21:00, quinzenal I";quinta das 18:00 às 21:00, quinzenal II;SA;noturno;3-2-4;30;22;Jose Luis Azcue Puma;Jose Luis Azcue Puma
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA006-17SA;Fotônica A1-diurno (Santo André);"terça das 14:00 às 16:00, quinzenal I; sexta das 16:00 às 18:00, semanal";terça das 14:00 às 16:00, quinzenal II;SA;diurno;3-1-4;31;15;Fulvio Andres Callegari;Agnaldo Aparecido Freschi
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA006-17SA;Fotônica A1-noturno (Santo André);"terça das 19:00 às 21:00, quinzenal I; sexta das 21:00 às 23:00, semanal";terça das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-4;30;10;Agnaldo Aparecido Freschi;Fulvio Andres Callegari
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA013-17SA;Fundamentos de Robótica A-noturno (Santo André);quarta das 19:00 às 21:00, semanal;sexta das 19:00 às 21:00, semanal;SA;noturno;3-1-4;24;11;Filipe Ieda Fazanaro;Filipe Ieda Fazanaro
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBESTA013-17SA;Fundamentos de Robótica B-noturno (Santo André);terça das 19:00 às 21:00, semanal;quinta das 19:00 às 21:00, semanal;SA;noturno;3-1-4;30;30;Filipe Ieda Fazanaro;Filipe Ieda Fazanaro
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DCESTA013-17SA;Fundamentos de Robótica C-diurno (Santo André);quarta das 16:00 às 18:00, semanal;sexta das 14:00 às 16:00, semanal;SA;diurno;3-1-4;30;30;Elvira Rafikova;Elvira Rafikova
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA023-17SA;Introdução aos Processos de Fabricação A1-diurno (Santo André);"segunda das 15:00 às 17:00, semanal ; quarta das 15:00 às 17:00, semanal";;SA;diurno;3-1-4;60;42;Guilherme Canuto Da Silva;Guilherme Canuto Da Silva
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBESTA023-17SA;Introdução aos Processos de Fabricação B-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SA;noturno;3-1-4;45;38;Valdemir Martins Lira;Valdemir Martins Lira
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DB1ESTA023-17SA;Introdução aos Processos de Fabricação B1-diurno (Santo André);sexta das 08:00 às 10:00, semanal;terça das 10:00 às 12:00, semanal;SA;diurno;3-1-4;40;36;Valdemir Martins Lira;Valdemir Martins Lira
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESZA017-17SA;Lógica Programável A1-noturno (Santo André);terça das 21:00 às 23:00, semanal;sexta das 19:00 às 21:00, semanal;SA;noturno;3-1-4;45;1;Rodrigo Reina Munoz;Rodrigo Reina Munoz
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA020-17SA;Modelagem e Controle A-noturno (Santo André);terça das 19:00 às 21:00, semanal;;SA;noturno;2-0-5;62;51;Magno Enrique Mendoza Meza;0
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBESTA016-17SA;Máquinas Elétricas B-diurno (Santo André);terça das 14:00 às 16:00, semanal;quinta das 16:00 às 18:00, semanal;SA;diurno;4-0-4;30;30;Alfeu Joaozinho Sguarezi Filho;Alfeu Joaozinho Sguarezi Filho
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESZA016-17SA;Optoeletrônica A1-diurno (Santo André);"terça das 16:00 às 18:00, quinzenal I; sexta das 14:00 às 16:00, semanal";terça das 16:00 às 18:00, quinzenal II;SA;diurno;3-1-4;30;14;Agnaldo Aparecido Freschi;Fulvio Andres Callegari
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESZA016-17SA;Optoeletrônica A1-noturno (Santo André);"terça das 21:00 às 23:00, quinzenal I; sexta das 19:00 às 21:00, semanal";terça das 21:00 às 23:00, quinzenal II;SA;noturno;3-1-4;30;6;Fulvio Andres Callegari;Agnaldo Aparecido Freschi
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTI006-17SA;Processamento Digital de Sinais A1- noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;62;42;Alain Segundo Potts;Alain Segundo Potts
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBESTI006-17SA;Processamento Digital de Sinais B-diurno (Santo André);"terça das 14:00 às 16:00, semanal ; quinta das 14:00 às 16:00, semanal";;SA;diurno;4-0-4;62;60;Alain Segundo Potts;Alain Segundo Potts
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA019-17SA;Projeto Assistido por Computador A1- noturno (Santo André);;quarta das 19:00 às 21:00, semanal;SA;noturno;0-2-3;31;18;0;Fernando Gasi
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA019-17SA;Projeto Assistido por Computador A2- noturno (Santo André);;quarta das 19:00 às 21:00, semanal;SA;noturno;0-2-3;31;7;0;Rovilson Mafalda
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBESTA019-17SA;Projeto Assistido por Computador B- noturno (Santo André);;quinta das 19:00 às 21:00, semanal;SA;noturno;0-2-3;30;5;Luis Alberto Martinez Riascos;Luis Alberto Martinez Riascos
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA010-17SA;Sensores e Transdutores A1-diurno (Santo André);segunda das 14:00 às 16:00, semanal;quarta das 16:00 às 18:00, semanal;SA;diurno;3-1-4;30;7;Michel Oliveira Da Silva Dantas;Michel Oliveira Da Silva Dantas
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA014-17SA;Sistemas CAD/CAM A1-diurno (Santo André);"segunda das 10:00 às 12:00, semanal ; quarta das 08:00 às 10:00, quinzenal I";quarta das 08:00 às 10:00, quinzenal II;SA;diurno;3-1-4;32;24;Crhistian Raffaelo Baldo;Crhistian Raffaelo Baldo
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA014-17SA;Sistemas CAD/CAM A1-noturno (Santo André);"segunda das 21:00 às 23:00, quinzenal II; quarta das 19:00 às 21:00, semanal";segunda das 21:00 às 23:00, quinzenal I;SA;noturno;3-1-4;32;17;Leonardo Monteiro Mazzariol;Leonardo Monteiro Mazzariol
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA2ESTA014-17SA;Sistemas CAD/CAM A2-diurno (Santo André);"quarta das 08:00 às 10:00, quinzenal I; quarta das 08:00 às 10:00, quinzenal II";segunda das 10:00 às 12:00, semanal;SA;diurno;3-1-4;32;19;Romulo Gonçalves Lins;Romulo Gonçalves Lins
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA003-17SA;Sistemas de Controle I A1-diurno (Santo André);sexta das 10:00 às 13:00, semanal;terça das 08:00 às 10:00, semanal;SA;diurno;3-2-4;31;21;Alfredo Del Sole Lordelo;Alfredo Del Sole Lordelo
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA003-17SA;Sistemas de Controle I A2-noturno (Santo André);terça das 18:00 às 21:00, semanal;"sexta das 21:00 às 23:00, quinzenal II; sexta das 21:00 às 23:00, quinzenal I";SA;noturno;3-2-4;31;21;Alfredo Del Sole Lordelo;Alfredo Del Sole Lordelo
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA3ESTA003-17SA;Sistemas de Controle I A3-noturno (Santo André);terça das 18:00 às 21:00, semanal;"sexta das 19:00 às 21:00, quinzenal II; sexta das 19:00 às 21:00, quinzenal I";SA;noturno;3-2-4;31;15;Alfredo Del Sole Lordelo;Alfredo Del Sole Lordelo
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA008-17SA;Sistemas de Controle II A-diurno (Santo André);sexta das 13:00 às 16:00, semanal;terça das 14:00 às 16:00, semanal;SA;diurno;3-2-4;31;23;Victor Augusto Fernandes De Campos;Victor Augusto Fernandes De Campos
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA008-17SA;Sistemas de Controle II A-noturno (Santo André);segunda das 18:00 às 21:00, semanal;quinta das 19:00 às 21:00, semanal;SA;noturno;3-2-4;60;5;Magno Enrique Mendoza Meza;Magno Enrique Mendoza Meza
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBESTA008-17SA;Sistemas de Controle II B-noturno (Santo André);sexta das 18:00 às 21:00, semanal;terça das 19:00 às 21:00, semanal;SA;noturno;3-2-4;31;20;Andre Fenili;Andre Fenili
ENGENHARIA DE MATERIAIS;NAESTM014-17SA;Caracterização de Materiais A-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal I";sexta das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-4;30;3;Andre Santarosa Ferlauto;Andre Santarosa Ferlauto
ENGENHARIA DE MATERIAIS;NAESZM034-17SA;Design de Dispositivos A-noturno (Santo André);"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;30;7;Daniel Scodeler Raimundo;Katia Franklin Albertin Torres
ENGENHARIA DE MATERIAIS;DANHT4017-15SA;Funções e Reações Orgânicas A-diurno (Santo André);"segunda das 10:00 às 12:00, semanal ; quarta das 08:00 às 10:00, semanal";;SA;diurno;4-0-6;30;26;Jose Carlos Moreira;0
ENGENHARIA DE MATERIAIS;NANHT4017-15SA;Funções e Reações Orgânicas A-noturno (Santo André);"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal";;SA;noturno;4-0-6;30;26;Jose Carlos Moreira;0
ENGENHARIA DE MATERIAIS;DAESTM017-17SA;Materiais Cerâmicos A-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SA;diurno;4-0-4;30;14;Renata Ayres Rocha;0
ENGENHARIA DE MATERIAIS;NAESTM017-17SA;Materiais Cerâmicos A-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;30;6;Luiz Fernando Grespan Setz;0
ENGENHARIA DE MATERIAIS;DAESTM005-17SA;Materiais Metálicos A-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-4;30;18;Marcio Gustavo Di Vernieri Cuppari;0
ENGENHARIA DE MATERIAIS;NAESTM005-17SA;Materiais Metálicos A-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;30;9;Marcio Gustavo Di Vernieri Cuppari;0
