CURSO;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;Campus;turno;t-p-i;TOTAL DE VAGAS;SALDO DE VAGAS PARA O AJUSTE;DOCENTE TEORIA;DOCENTE PRÁTICA
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NA1ESZT022-17SB;Modelos Econômicos e Análise das Dinâmicas Territoriais A1-noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;40;1;Marcos Barcellos De Souza;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DAESHT011-17SB;Métodos e Técnicas de Análise de Informação para o Planejamento A- diurno (São Bernardo do Campo);;"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";SB;diurno;3-1-4;38;25;Flavia Da Fonseca Feitosa;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NAESHT011-17SB;Métodos e Técnicas de Análise de Informação para o Planejamento A- noturno (São Bernardo do Campo);;"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";SB;noturno;3-1-4;38;18;Flavia Da Fonseca Feitosa;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NAESHT015-17SB;Oficina de Planejamento Urbano A- noturno (São Bernardo do Campo);;"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";SB;noturno;0-4-4;38;27;Guadalupe Maria Jungers De Almeida;Rosana Denaldi
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DAESHT017-17SB;Planejamento e Política Ambiental A- diurno (São Bernardo do Campo);;"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal";SB;diurno;4-0-4;38;11;Angela Terumi Fushita;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NAESHT017-17SB;Planejamento e Política Ambiental A- noturno (São Bernardo do Campo);;"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal";SB;noturno;4-0-4;38;5;Angela Terumi Fushita;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DAESHT018-17SB;Planejamento e Política Regional A- diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;38;23;Luciana Rodrigues Fagnoni Costa Travassos;Beatriz Tamaso Mioto
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NAESHT018-17SB;Planejamento e Política Regional A- noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;38;27;Beatriz Tamaso Mioto;Luciana Rodrigues Fagnoni Costa Travassos
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DAESHT020-17SB;Política Metropolitana A-diurno (São Bernardo do Campo);"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;38;21;Mariana Mencio;Silvana Maria Zioni
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NAESHT020-17SB;Política Metropolitana A-noturno (São Bernardo do Campo);"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;38;9;Silvana Maria Zioni;Mariana Mencio
BACHARELADO EM PLANEJAMENTO TERRITORIAL;NA1ESZP009-13SB;Políticas Públicas de Intervenção Territorial no Brasil A1-noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;41;1;Arilson Da Silva Favareto;0
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DA1ESZT018-17SB;Tópicos Especiais em Planejamento Territorial A1-diurno (São Bernardo do Campo);;"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";SB;diurno;4-0-4;40;19;Rosana Denaldi;0
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;55;20;Roberta Guimaraes Peres;Roberta Guimaraes Peres
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP009-13SB;Governo, Burocracia e Administração Pública A-diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;46;1;Lucio Nagib Bittencourt;Lucio Nagib Bittencourt
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP012-13SB;Introdução ao Direito Administrativo A- diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;60;27;Salomão Barros Ximenes;0
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP030-14SB;Planejamento Orçamentário A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;60;19;Maria Luiza Levi Pahim;Maria Luiza Levi Pahim
BACHARELADO EM POLÍTICAS PÚBLICAS;NA1ESZP008-13SB;Políticas Públicas de Gênero, Etnia e Geração A1-noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;45;6;Maria Livia De Tommasi;0
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP028-14SB;Políticas Públicas para Sociedade da Informação A-diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;60;19;Miguel Said Vieira;Miguel Said Vieira
BACHARELADO EM POLÍTICAS PÚBLICAS;DAESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A-diurno (São Bernardo do Campo);"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;91;20;Luciana Pereira;Luciana Pereira
BACHARELADO EM QUÍMICA;DANHT4001-15SA;Análise Química Instrumental A-diurno (Santo André);segunda das 08:00 às 10:00, semanal;quarta das 08:00 às 12:00, semanal;SA;diurno;2-4-6;40;28;Heloisa França Maltez;Ivanise Gaubeur
BACHARELADO EM QUÍMICA;DANHT4005-15SA;Eletroanalítica e Técnicas de Separação A diurno (Santo André);terça das 08:00 às 10:00, semanal;quinta das 08:00 às 12:00, semanal;SA;diurno;2-4-8;40;34;Bruno Lemos Batista;Diogo Librandi Da Rocha
BACHARELADO EM QUÍMICA;DANHT4007-15SA;Espectroscopia A-diurno (Santo André);terça das 10:00 às 12:00, semanal;sexta das 08:00 às 12:00, semanal;SA;diurno;4-2-6;40;10;Hueder Paulo Moises De Oliveira;Hueder Paulo Moises De Oliveira
BACHARELADO EM QUÍMICA;DBNHT4017-15SA;Funções e Reações Orgânicas B-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-6;40;20;Alvaro Takeo Omori;0
BACHARELADO EM QUÍMICA;NBNHT4017-15SA;Funções e Reações Orgânicas B-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-6;40;12;Alvaro Takeo Omori;0
BACHARELADO EM QUÍMICA;DANHT4023-15SA;Ligações Químicas A-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SA;diurno;4-0-6;40;29;Mauricio Domingues Coutinho Neto;0
BACHARELADO EM QUÍMICA;NANHT4023-15SA;Ligações Químicas A-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SA;noturno;4-0-6;40;16;Mauricio Domingues Coutinho Neto;0
BACHARELADO EM QUÍMICA;DANHT4024-15SA;Mecanismos de Reações Orgânicas A- diurno (Santo André);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SA;diurno;4-0-6;40;28;Fernando Heering Bartoloni;0
BACHARELADO EM QUÍMICA;NANHT4024-15SA;Mecanismos de Reações Orgânicas A- noturno (Santo André);"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SA;noturno;4-0-6;40;24;Fernando Heering Bartoloni;0
BACHARELADO EM QUÍMICA;NANHT4025-15SA;Métodos de Análise em Química Orgânica A-noturno (Santo André);"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-6;40;29;Rodrigo Luiz Oliveira Rodrigues Cunha;0
BACHARELADO EM QUÍMICA;DA1NHT3049-15SA;Princípios de Termodinâmica A1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-6;40;32;Mauro Coelho Dos Santos;0
BACHARELADO EM QUÍMICA;NA1NHT3049-15SA;Princípios de Termodinâmica A1-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-6;40;21;Mauro Coelho Dos Santos;0
BACHARELADO EM QUÍMICA;DANHT4046-15SA;Trabalho de Conclusão de Curso em Química A-diurno (Santo André);sexta das 16:00 às 18:00, semanal;;SA;diurno;2-0-2;40;30;Andre Sarto Polo;0
BACHARELADO EM QUÍMICA;DANHT4055-15SA;Tópicos Avançados em Química Orgânica A-diurno (Santo André);terça das 10:00 às 12:00, semanal;;SA;diurno;2-0-2;40;32;Artur Franz Keppler;0
BACHARELADO EM QUÍMICA;NANHT4055-15SA;Tópicos Avançados em Química Orgânica A-noturno (Santo André);terça das 21:00 às 23:00, semanal;;SA;noturno;2-0-2;40;27;Artur Franz Keppler;0
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-diurno (São Bernardo do Campo);"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;90;1;Valeria Lopes Ribeiro;Valeria Lopes Ribeiro
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DA2ESHR024-14SB;História da Política Externa Brasileira A2- diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;90;5;Demetrio Gaspari Cirne De Toledo;Demetrio Gaspari Cirne De Toledo
BACHARELADO EM RELAÇÕES INTERNACIONAIS;NA2ESHR024-14SB;História da Política Externa Brasileira A2- noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;60;33;Gilberto Marcos Antonio Rodrigues;Gilberto Marcos Antonio Rodrigues
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DA1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) A1-diurno (São Bernardo do Campo);"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;45;22;Olympio Barbanti Junior;Olympio Barbanti Junior
BACHARELADO EM RELAÇÕES INTERNACIONAIS;NA1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) A1-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;45;7;Olympio Barbanti Junior;Olympio Barbanti Junior
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DAESZR019-14SB;Regimes de negociação financeira internacional e a atuação brasileira A- diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;90;54;Valter Ventura Da Rocha Pomar;Valter Ventura Da Rocha Pomar
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DAESHR015-13SB;Segurança Internacional em Perspectiva Histórica e Desafios Contemporâneos A- diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;90;23;Antonio Marcos Roseira;Antonio Marcos Roseira
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DAESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;90;40;Jose Paulo Guedes Pinto;Jose Paulo Guedes Pinto
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DAESHR019-13SB;Surgimento da China como Potência Mundial A-diurno (São Bernardo do Campo);"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;90;8;Ana Tereza Lopes Marra De Sousa;Ana Tereza Lopes Marra De Sousa
ENGENHARIA AEROESPACIAL;NAESZS019-17SB;Aerodinâmica II A-noturno (São Bernardo do Campo);"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SB;noturno;4-0-5;40;12;Marcelo Tanaka Hayashi;0
ENGENHARIA AEROESPACIAL;DAESZS016-17SB;Análise Experimental de Estruturas A- diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SB;diurno;1-3-3;40;8;Ricardo Gaspar;Ricardo Gaspar
ENGENHARIA AEROESPACIAL;NAESZS034-17SB;Combustão II A-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal";;SB;noturno;3-1-4;40;19;Loreto Pizzuti;Loreto Pizzuti
ENGENHARIA AEROESPACIAL;NAESTS004-17SB;Desempenho de Aeronaves A-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;50;31;Reinaldo Marcondes Orselli;0
ENGENHARIA AEROESPACIAL;NAESTS001-17SB;Dinâmica I A-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, semanal";;SB;noturno;4-0-5;40;12;Andre Fenili;0
ENGENHARIA AEROESPACIAL;DAESTS006-17SB;Laboratório de Guiagem, Navegação e Controle A-diurno (São Bernardo do Campo);;"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";SB;diurno;0-4-4;35;25;0;Claudia Celeste Celestino De Paula Santos
ENGENHARIA AEROESPACIAL;NAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;60;1;Marcelo Araujo Da Silva;0
ENGENHARIA AEROESPACIAL;NAESTA020-17SB;Modelagem e Controle A-noturno (São Bernardo do Campo);terça das 19:00 às 21:00, semanal;;SB;noturno;2-0-5;40;28;Luiz De Siqueira Martins Filho;0
ENGENHARIA AEROESPACIAL;NAESZS031-17SB;Placas e Cascas A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;40;28;Joao Batista De Aguiar;0
ENGENHARIA AEROESPACIAL;NAESTS013-17SB;Projeto de Elementos Estruturais de Aeronaves I A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;3-1-5;40;20;Regina Maria Dos Santos Carmo;Regina Maria Dos Santos Carmo
ENGENHARIA AEROESPACIAL;NAESZS033-17SB;Propulsão Aeroespacial Não- Convencional A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;40;15;Fabio Antonio Da Silva Mota;0
ENGENHARIA AEROESPACIAL;NAESTS017-17SB;Sistemas de Propulsão I A-noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;3-1-5;40;24;Carlos Alberto Rocha Pimentel;Carlos Alberto Rocha Pimentel
ENGENHARIA AEROESPACIAL;DAESZA006-17SB;Teoria de Controle Ótimo A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal I";;SB;diurno;3-0-4;40;22;Carlos Renato Huaura Solorzano;0
ENGENHARIA AEROESPACIAL;NAESTS018-17SB;Transferência de Calor Aplicada a Sistemas Aeroespaciais A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;3-1-4;50;2;Alexandre Alves;Alexandre Alves
ENGENHARIA AEROESPACIAL;DAESTS010-17SB;Técnicas de Análise Estrutural e Projeto A-diurno (São Bernardo do Campo);"terça das 17:00 às 19:00, semanal ; quinta das 17:00 às 19:00, semanal";;SB;diurno;3-1-4;40;2;Juan Pablo Julca Avila;Juan Pablo Julca Avila
ENGENHARIA AEROESPACIAL;NAESTS008-17SB;Vibrações A-noturno (São Bernardo do Campo);"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;60;1;Reyolando Manoel Lopes Rebello Da Fonseca Brasil;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU004-17SA;Cartografia e Geoprocessamento A1- diurno (Santo André);;quarta das 08:00 às 12:00, semanal;SA;diurno;1-3-3;30;18;Helena França;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU004-17SA;Cartografia e Geoprocessamento A1- noturno (Santo André);;quarta das 19:00 às 23:00, semanal;SA;noturno;1-3-3;30;7;Helena França;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESZU022-17SA;Ciências Atmosféricas A1-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SA;diurno;4-0-4;40;29;Claudia Boian;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU022-17SA;Ciências Atmosféricas A1-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;40;7;Maria Cleofe Valverde Brambila;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESZU002-17SA;Compostagem A1-diurno (Santo André);segunda das 16:00 às 18:00, semanal;;SA;diurno;1-1-2;40;2;Gilson Lameira De Lima;Luisa Helena Dos Santos Oliveira
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU002-17SA;Compostagem A1-noturno (Santo André);segunda das 19:00 às 21:00, semanal;;SA;noturno;1-1-2;40;2;Luisa Helena Dos Santos Oliveira;Gilson Lameira De Lima
ENGENHARIA AMBIENTAL E URBANA;DA1ESZU003-17SA;Contaminação e Remediação de Solos A1 diurno (Santo André);;segunda das 10:00 às 13:00, semanal;SA;diurno;3-0-1;40;24;Giulliana Mondelli;Luisa Helena Dos Santos Oliveira
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU003-17SA;Contaminação e Remediação de Solos A1 noturno (Santo André);;quarta das 18:00 às 21:00, semanal;SA;noturno;3-0-1;40;18;Luisa Helena Dos Santos Oliveira;Giulliana Mondelli
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU034-17SA;Ecologia do Ambiente Urbano A1- noturno (Santo André);segunda das 21:00 às 23:00, semanal;;SA;noturno;2-0-4;40;1;Ricardo Hideo Taniwaki;0
ENGENHARIA AMBIENTAL E URBANA;DAESTU009-17SA;Hidrologia A-diurno (Santo André);"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal";;SA;diurno;3-1-3;40;20;Andrea De Oliveira Cardoso;Maria Cleofe Valverde Brambila
ENGENHARIA AMBIENTAL E URBANA;DAESTU028-17SA;Hidráulica de Condutos Forçados A- diurno (Santo André);quinta das 10:00 às 13:00, semanal;;SA;diurno;2-1-2;40;7;Melissa Cristina Pereira Graciosa;Melissa Cristina Pereira Graciosa
ENGENHARIA AMBIENTAL E URBANA;NAESTU028-17SA;Hidráulica de Condutos Forçados A- noturno (Santo André);quinta das 18:00 às 21:00, semanal;;SA;noturno;2-1-2;40;20;Tatiane Araujo De Jesus;Tatiane Araujo De Jesus
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU010-17SA;Microbiologia Ambiental A1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;3-1-4;30;21;Mercia Regina Domingues Moretto;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU010-17SA;Microbiologia Ambiental A1-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;3-1-4;30;18;Mercia Regina Domingues Moretto;0
ENGENHARIA AMBIENTAL E URBANA;DB1ESTU010-17SA;Microbiologia Ambiental B1-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SA;diurno;3-1-4;30;20;Luisa Helena Dos Santos Oliveira;0
ENGENHARIA AMBIENTAL E URBANA;NB1ESTU010-17SA;Microbiologia Ambiental B1-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;3-1-4;30;5;Luisa Helena Dos Santos Oliveira;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU040-17SA;Projeto Ambiental Urbano A1-diurno (Santo André);quinta das 08:00 às 12:00, semanal;;SA;diurno;1-3-4;35;30;Patricia Cezario Silva;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU040-17SA;Projeto Ambiental Urbano A1-noturno (Santo André);quinta das 19:00 às 23:00, semanal;;SA;noturno;1-3-4;35;10;Renata Maria Pinto Moreira;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU031-17SA;Recuperação de Áreas Degradadas A1- diurno (Santo André);quinta das 10:00 às 13:00, semanal;;SA;diurno;2-1-3;62;36;Leandro Reverberi Tambosi;Luisa Helena Dos Santos Oliveira
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU031-17SA;Recuperação de Áreas Degradadas A1- noturno (Santo André);quinta das 18:00 às 21:00, semanal;;SA;noturno;2-1-3;63;12;Luisa Helena Dos Santos Oliveira;Leandro Reverberi Tambosi
ENGENHARIA AMBIENTAL E URBANA;NAESTU039-17SA;Regulação Ambiental e Urbanística A- noturno (Santo André);sexta das 19:00 às 21:00, semanal;;SA;noturno;2-0-4;40;15;Mariana Mencio;Mariana Mencio
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU030-17SA;Riscos no Ambiente Urbano A1-noturno (Santo André);quarta das 19:00 às 23:00, semanal;;SA;noturno;3-1-3;40;3;Fernando Rocha Nogueira;Katia Canil
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU034-17SA;Sistemas de Abastecimento de Águas A1- diurno (Santo André);;quarta das 10:00 às 13:00, semanal;SA;diurno;2-1-4;40;15;Camila Clementina Arantes;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU036-17SA;Sistemas de Drenagem Urbana A1- diurno (Santo André);segunda das 10:00 às 13:00, semanal;;SA;diurno;2-1-4;60;28;Melissa Cristina Pereira Graciosa;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU036-17SA;Sistemas de Drenagem Urbana A1- noturno (Santo André);quarta das 18:00 às 21:00, semanal;;SA;noturno;2-1-4;36;9;Gilson Lameira De Lima;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU035-17SA;Sistemas de Esgotamento Sanitário A1- diurno (Santo André);terça das 10:00 às 13:00, semanal;;SA;diurno;2-1-4;62;46;Rodrigo De Freitas Bueno;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU035-17SA;Sistemas de Esgotamento Sanitário A1- noturno (Santo André);terça das 18:00 às 21:00, semanal;;SA;noturno;2-1-4;63;25;Rodrigo De Freitas Bueno;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESZU033-17SA;Tecnologias Alternativas de Tratamento de Água e Efluentes A1-noturno (Santo André);quinta das 18:00 às 21:00, semanal;;SA;noturno;2-1-3;40;10;Rodrigo De Freitas Bueno;0
ENGENHARIA AMBIENTAL E URBANA;DA1ESTU038-17SA;Tratamento de Águas Urbanas Servidas A1-diurno (Santo André);sexta das 10:00 às 13:00, semanal;;SA;diurno;2-1-4;35;25;Eduardo Lucas Subtil;0
ENGENHARIA AMBIENTAL E URBANA;NA1ESTU038-17SA;Tratamento de Águas Urbanas Servidas A1-noturno (Santo André);sexta das 18:00 às 21:00, semanal;;SA;noturno;2-1-4;35;4;Eduardo Lucas Subtil;0
ENGENHARIA BIOMÉDICA;DAESTB013-17SB;Biossegurança A-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;4-0-3;60;7;Christiane Bertachini Lombello;Christiane Bertachini Lombello
ENGENHARIA BIOMÉDICA;DAESTA002-17SB;Circuitos Elétricos I A-diurno (São Bernardo do Campo);"segunda das 10:00 às 13:00, semanal ; quarta das 08:00 às 10:00, quinzenal I; quarta das 08:00 às 10:00, quinzenal II";;SB;diurno;3-2-4;63;40;Anderson Gabriel Santiago Cravo;Anderson Gabriel Santiago Cravo
ENGENHARIA BIOMÉDICA;DAESTB005-17SB;Ciência dos Materiais Biocompatíveis A- diurno (São Bernardo do Campo);"segunda das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";segunda das 10:00 às 12:00, quinzenal II;SB;diurno;3-1-4;42;4;Frederico Augusto Pires Fernandes;Frederico Augusto Pires Fernandes
ENGENHARIA BIOMÉDICA;DAESTB028-17SB;Equipamentos Médico-Hospitalares A- diurno (São Bernardo do Campo);sexta das 08:00 às 10:00, semanal;terça das 10:00 às 12:00, semanal;SB;diurno;2-2-4;30;2;Joao Loures Salinet Junior;Joao Loures Salinet Junior
ENGENHARIA BIOMÉDICA;DAESTB023-17SB;Física Médica I A-diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;50;13;Carolina Benetti;Carolina Benetti
ENGENHARIA BIOMÉDICA;NAESTB023-17SB;Física Médica I A-noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;61;31;Nasser Ali Daghastanli;Nasser Ali Daghastanli
ENGENHARIA BIOMÉDICA;NAESTB025-17SB;Instrumentação Biomédica I A-noturno (São Bernardo do Campo);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;2-2-5;35;35;Olavo Luppi Silva;0
ENGENHARIA BIOMÉDICA;NAESZB022-17SB;Introdução à Bioinformática A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;3-1-4;70;7;Ana Carolina Quirino Simoes;Ana Carolina Quirino Simoes
ENGENHARIA BIOMÉDICA;DAESTB024-17SB;Modelagem de Sistemas Dinâmicos II A- diurno (São Bernardo do Campo);sexta das 10:00 às 12:00, semanal;quarta das 08:00 às 10:00, semanal;SB;diurno;2-2-4;39;27;Wagner Shin Nishitani;Wagner Shin Nishitani
ENGENHARIA BIOMÉDICA;NAESZB038-17SB;Modelagem e Simulação do Movimento Humano A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 19:00 às 21:00, semanal";;SB;noturno;2-2-4;30;27;Renato Naville Watanabe;Marcos Duarte
ENGENHARIA BIOMÉDICA;DAESTB031-18SB;Métodos Matemáticos aplicados a Sistemas Biomédicos A-diurno (São Bernardo do Campo);"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SB;diurno;6-0-4;62;57;Anderson Gabriel Santiago Cravo;Diogo Coutinho Soriano
